,document,text,score,has_metrics,source_url,target,text_len
77,ГОСТ 30403-96,Термины и определения В настоящем стандарте применяют следующие термины с соответствующими определениями: 3.1.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
78,ГОСТ 30403-96,"Если ссылочный стандарт заменен (изменен), то при пользовании настоящим стандартом следует руководствоваться заменяющим (измененным) стандартом.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
79,ГОСТ 30403-96,Номенклатура показателей и методы их определения ГОСТ 6616-94.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
80,ГОСТ 30403-96,"Для испытаний на пожарную опасность стержневых, в том числе слоистых, конструкций (колонн, балок, ферм, арок, рам, связей, воздуховодов и трубопроводов) допускается изготавливать плоские образцы, в которых расположение слоев и их толщина должны быть такими же, как и в стержневых конструкциях (для металлических элементов - по приведенной толщине). 6.3.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
81,ГОСТ 30403-96,"Образцы не должны иметь проемов, а также декоративной отделки или облицовки. 6.2.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
82,ГОСТ 30403-96,"Образцы конструкций для испытаний, включая стыки и их заполнение, должны быть изготовлены в соответствии с технической документацией на изготовление и применение конструкций.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
83,ГОСТ 30403-96,"Сущность метода заключается в определении показателей пожарной опасности конструкции при ее испытании в условиях теплового воздействия, установленных настоящим стандартом, в течение времени, определяемого требованиями к этой конструкции по огнестойкости. 4.2.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
84,ГОСТ 30403-96,"Горючесть материала устанавливают по ГОСТ 30244 , воспламеняемость - по ГОСТ 30402 , дымообразующую способность - по ГОСТ 12.1.044 , а при необходимости рекомендуется контролировать путем их идентификационного анализа и калориметрического анализа по действующим нормативным документам. 5.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
85,ГОСТ 30403-96,В огневой камере установки термопары следует размещать в соответствии с ГОСТ 30247.0 . 8.3.2.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
86,ГОСТ 30403-96,"К образцам должны быть приложены комплект технической документации на испытуемую конструкцию, документация, по которой изготовлены образцы, а также официальные протоколы испытаний материалов, из которых выполнена конструкция, на пожарную опасность.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
87,ГОСТ 30403-96,После остывания образца проводят его обследование с целью определения и регистрации размеров повреждения в контрольной зоне.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
88,ГОСТ 30403-96,"Конструкции, имеющие в проектном положении уклон менее 30°, следует испытывать в вертикальном положении, остальные - в горизонтальном. 9.5.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
89,ГОСТ 30403-96,"Расстояние от термопар, устанавливаемых по перечислениям в) и д) , до торца или стыка образца должно быть не менее 1/2 его толщины. 9.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
90,ГОСТ 30403-96,Образцы внутренних стен и перегородок несимметричного сечения следует испытывать при воздействии огня с каждой стороны либо со стороны с заведомо большей пожарной опасностью.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
91,ГОСТ 30403-96,"Для испытания конструкции одного типа должны быть, как правило, изготовлены два одинаковых образца.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
92,ГОСТ 30403-96,"При передаче заказчиком образцов конструкций испытательной лаборатории обеими сторонами составляется акт о соответствии образца требованиям технической документации на испытываемую конструкцию, а в случае необходимости - акт отбора проб материалов для проведения идентификационного и калориметрического контроля. 7.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
93,ГОСТ 30403-96,Калибровочные образцы должны соответствовать требованиям ГОСТ 30247.0 . 7.3.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
94,ГОСТ 30403-96,"Температуру в огневой камере следует регистрировать по показаниям термопар, установленных в соответствии с 8.3.1 . 9.9.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
95,ГОСТ 30403-96,"В процессе испытания следует регистрировать следующие параметры, по которым определяется класс пожарной опасности конструкции: - температуру в огневой и тепловой камерах для определения наличия теплового эффекта; - способность к воспламенению газов, выделяющихся при термическом разложении материалов образца; - образование горящего расплава. 9.8.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
96,ГОСТ 30403-96,"Образование горящего расплава контролируют визуально по наличию горящих капель, вытекающих из торцов образца или стекающих по поверхности образца в пределах контрольной зоны. 9.12.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
97,ГОСТ 30403-96,"Факел должен иметь держатель, обеспечивающий его безопасное использование. 9.11.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
98,ГОСТ 30403-96,"Температуру в тепловой камере следует регистрировать по показаниям термопар, установленных в соответствии с 8.3.2 . 9.10.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
99,ГОСТ 30403-96,При измерении размеров повреждения слоистых конструкций необходимо путем вскрытия обследовать все слои конструкции. 9.14.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,1,
100,ГОСТ 30403-96,Рекомендуется определять глубину и площадь обугливания горючих материалов в пределах огневой камеры с занесением этих данных в протокол испытания. 9.15.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
101,ГОСТ 30403-96,Размер повреждения конструкции определяют как среднеарифметическое значение по результатам испытания двух одинаковых образцов.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
102,ГОСТ 30403-96,Отбор проб проводится совместно представителями испытательной лаборатории и заказчика. -------------------------------- <*> В Российской Федерации действует ГОСТ Р 53296-2009 . 6.7.,1.5,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/3/gost_30403-2012_mezhgosudarstvennyy_standart_konstruktsii.html,0,
103,ГОСТ 31251-2003,При проведении калибровки испытательной установки к огневой камере крепят фрагмент стены без образцов защитно-декоративных систем. 5.7 Параметры теплового режима и параметры факела пламени на внешней стороне фрагмента стены при калибровке установки должны соответствовать требованиям раздела 7.,5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
104,ГОСТ 31251-2003,"Интервал времени регистрации показаний тепломеров не должен превышать 10 с, термопар - 60 с. 6 Образцы конструкций для испытаний 6.1 Испытанию подвергают два образца.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
105,ГОСТ 31251-2003,"А.4.2 При изменении в процессе выполнения ТА массы образца идентифицируемого материала на 10% и более следует обеспечить такие условия выполнения ТА, чтобы изменение значений регистрируемых параметров было не более 5%.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
106,ГОСТ 31251-2003,"Остальные значения фиксированной потери образцом относительной массы определяют по достаточно характерным точкам на ТГ-зависимости, например, 5%, 10%, 50%, 96%.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
107,ГОСТ 31251-2003,"При этом первое значение потери образцом относительной массы , %, следует принимать равным 0,5%, фиксируя соответствующую ему температуру , °C, а конечное , %, - следует определять при температуре, соответствующей окончанию всех контролируемых при ТА явлений, но не ниже 750 °C.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
108,ГОСТ 31251-2003,"А.5.3 Потерю массы идентифицируемого материала [см. А.1.1, перечисление а) ] рекомендуется также характеризовать потерей относительной массы , %, при фиксированных значениях температуры °C, по достаточно характерным точкам на ТГ-зависимости, аналогично выделяя на ней не менее пяти характерных точек, например, 350 °C, 400 °C, 420 °C, 550 °C, 670 °C.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
109,ГОСТ 31251-2003,"При этом допускается не включать в протокол испытаний сведения о воспламеняемости и дымообразующей способности материалов. 11.2 К протоколу испытаний должны быть приложены протоколы идентификационного контроля материалов (см. приложения А и Б ), применяемые при изготовлении образца испытуемой конструкции, пробы которых отбирают в соответствии с 6.9 . 11.3 В протоколе испытаний в соответствии с 5.7 должна быть сделана запись о виде использованного топлива и условиях его сжигания.",5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
110,ГОСТ 31251-2003,А.3 Подготовка к проведению испытаний образцов идентифицируемого материала А.3.1 Для идентификационного контроля отбирают не менее пяти проб материала объемом не менее 1 см 3 каждая: - не менее чем из трех проб изготавливают образцы для выполнения ТА; - не менее двух проб оставляют на контрольное хранение.,5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
111,ГОСТ 31251-2003,А.3.4 Массу и размеры образцов определяют с учетом технических требований инструкции по эксплуатации используемого для выполнения ТА прибора.,5.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
112,ГОСТ 31251-2003,"А.4 Проведение испытаний образцов А.4.1 Рекомендуемые условия выполнения ТА: - начальная температура в реакционной зоне (тигельном пространстве) от 25 °C до 30 °C; - конечная температура в реакционной зоне (тигельном пространстве) должна быть (750 +/- 5) °C или равняться температуре, соответствующей окончанию всех контролируемых при выполнении ТА явлений (см. раздел А.5 ); - скорость нагревания среды в реакционной зоне (тигельном пространстве) должна быть (20 +/- 0,6) °C/мин; - газовая среда - проточный воздух.",4.5,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
113,ГОСТ 31251-2003,"Приложение В (обязательное) СОДЕРЖАНИЕ АКТА КАЛИБРОВКИ УСТАНОВКИ ДЛЯ ИСПЫТАНИЯ ОБРАЗЦОВ КОНСТРУКЦИЙ В акте калибровки приводят следующие сведения: - дату калибровки; - место калибровки; - идентификационные данные об установке; - причину проведения калибровки; - температуру и влажность окружающей среды, скорость движения воздуха, измеренные на расстоянии 1 - 1,5 м от поверхности образца; - данные о виде и партии топлива, используемого при калибровке (порода древесины, марка жидкого или газообразного топлива, наименование поставщика топлива и дата поставки); - данные о весовой влажности, геометрических размерах брусков древесины и схему их укладки в огневой камере установки; - данные об общей массе топлива, израсходованного при калибровке, а также график нарастающего расхода жидкого и газообразного топлива в зависимости от времени, с интервалом измерения не более 1 мин в течение всего времени калибровки; - условия сжигания топлива, в том числе расположение и размеры вентиляционных отверстий в ограждениях огневой камеры, время и способ регулирования условий газообмена огневой камеры в процессе испытания; - графики изменения температур, регистрируемые термопарами в точках 1 - 7, и графики изменения плотности теплового потока, регистрируемые тепломерами в точках Д1 и Д2; - суммарное значение удельного теплового потенциала установки по 7.8 ; - видео- или фотоматериалы по калибровке установки.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
114,ГОСТ 31251-2003,А.3.5 Для материалов с потерей массы образца в процессе выполнения ТА 10% и более массу образца рекомендуется принимать близкой к максимально возможной для используемого прибора.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
115,ГОСТ 31251-2003,"В случае отличия значения хотя бы одного из измеренных значений параметра (см. раздел А.5 ) более чем на 5%, проводят третье испытание и вычисляют среднеквадратичное отклонение.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
116,ГОСТ 31251-2003,"А.5.4 Параметр скорости потери массы идентифицируемого материала [см. А.1.1, перечисление б) ] характеризуют величиной A , % в минуту: , (А.1) где m - относительная масса образца материала, %; t - время, мин; V - скорость нагрева образца, °C в минуту; T - температура образца, °C.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
117,ГОСТ 31251-2003,"Показания термопар и тепломеров следует регистрировать с теми же интервалами времени, что и при калибровке. 9.3 После окончания испытания образец оставляют для остывания (вместе с огневой камерой) до температуры окружающей среды. 9.4 В процессе испытания регистрируют показания установленных датчиков, а также следующие события и время их реализации, характеризующие пожарную опасность испытуемой конструкции: а) распространение горения по поверхности образца; б) воспламенение газов, выделяющихся при термическом разложении материалов, примененных при изготовлении образца, по его торцам; в) образование горящего расплава и (или) частиц, приводящее к воспламенению рубероида, расположенного в соответствии с 5.5 у основания образца; при падении горящих элементов образца только на нижний откос его открытого оконного проема или если их размеры заведомо больше размеров горящих элементов, падающих перед образцом конструкции на рубероид, наиболее крупные из них по размерам следует незамедлительно сбрасывать с откоса открытого оконного проема на рубероид с целью выявления возможности его воспламенения; г) высоту факела пламени; д) обрушение элементов образца. 9.5 События, перечисленные в 9.4 , и время их реализации фиксируют визуально и с помощью фото- и видеосъемки. 9.6 Кроме событий, указанных в 9.4 , в процессе испытания следует регистрировать: - время появления и характер развития в образце трещин, отверстий, отслоений; - время изменения цвета и плотности дыма, выделяющегося из материалов, примененных при изготовлении образца, вследствие их горения или термического разложения; - время появления и изменения интенсивности запахов, характерных для термического разложения органических материалов образца; - другие внешне проявляющиеся особенности реакции образца на тепловое воздействие.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
118,ГОСТ 31251-2003,Общие требования и номенклатура видов защиты ГОСТ 12.1.033-81 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
119,ГОСТ 31251-2003,Общие санитарно-гигиенические требования к воздуху рабочей зоны ГОСТ 12.1.019-79 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
120,ГОСТ 31251-2003,Технические условия ГОСТ 30244-94 Материалы строительные.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
121,ГОСТ 31251-2003,Общие требования ГОСТ 12.1.005-88 Система стандартов безопасности труда.,3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
122,ГОСТ 31251-2003,"Образец изготавливают в соответствии с технической документацией на испытуемую систему, в том числе с узлами сопряжения защитно-декоративных систем с оконными проемами. 6.5 Требуемую влажность образцов конструкции следует обеспечивать в соответствии с требованиями ГОСТ 30247.0, раздел 7 . 6.6 Изготовление образцов испытуемых конструкций выполняет заказчик испытаний. 6.7 В процессе изготовления и монтажа образцов испытуемых конструкций, помимо расположения термопар и тепломеров, предусмотренных разделом 7 , по решению испытательной лаборатории устанавливают термопары и тепломеры для получения дополнительной информации о распределении температуры и тепловых потоков на поверхности и по толщине образцов. 6.8 При использовании в конструкции горючих материалов (по ГОСТ 30244 ) в процессе изготовления образцов конструкций следует проводить отбор проб горючих материалов для проведения идентификационного контроля в соответствии с приложениями А и Б.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
123,ГОСТ 31251-2003,"При измерении размеров повреждения материалов образца необходимо обследовать все слои и элементы образца путем его вскрытия. 9.8 Размеры повреждения материалов образца измеряют в сантиметрах в плоскости образца по вертикали вверх от верхнего обреза открытого проема фрагмента или образца конструкции, перпендикулярно к нему, до наиболее удаленной точки повреждения материала образца, его слоев и элементов. 9.9 Повреждением считают обугливание материалов, из которых выполнен образец, на глубину 2 мм и более, их оплавление с признаками горения - обугливанием или образованием расплава черного цвета при светлых тонах окраски исходного материала. 9.10 Повреждением не считается обрушение, отличающееся от параметров, указанных в 10.1, перечисление в) , изменение цвета и оплавление материалов при отсутствии признаков горения, указанных в 9.9.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
124,ГОСТ 31251-2003,"А.2.2 Для выполнения ТА рекомендуется использовать приборы модульного или совмещенного типов, а также другие приборы, отвечающие следующим требованиям: - интервал температур нагрева образцов - не менее чем от 25 °C до 1000 °C; - интервал скорости нагревания образца - от 5 °C до 20 °C в минуту; - точность измерения температур в диапазоне от 50 °C до 1000 °C не менее 3%; - точность измерения разности температур образца и эталона не менее 0,2 °C; - возможность подачи в реакционную зону (тигельное пространство) воздуха с расходом, рекомендуемым инструкцией по использованию данного типа прибора и тиглей; - точность измерения массы образца должна быть не менее 1,5%.",3.0,ИСТИНА,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
125,ГОСТ 31251-2003,1 Область применения 2 Нормативные ссылки 3 Термины и определения 4 Основные положения 5 Оборудование для испытаний 6 Образцы конструкций для испытаний 7 Калибровка установки 8 Подготовка к проведению испытания 9 Проведение испытания 10 Оценка результатов испытания 11 Протокол испытания Приложение А.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
126,ГОСТ 31251-2003,"Термины и определения Примечание - При пользовании настоящим стандартом целесообразно проверить действие ссылочных стандартов по указателю ""Национальные стандарты"", составленному по состоянию на 1 января текущего года, и по соответствующим информационным указателям, опубликованным в текущем году.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
127,ГОСТ 31251-2003,Метод определения пожарной опасности СТ СЭВ 383-87 Пожарная безопасность в строительстве.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
128,ГОСТ 31251-2003,Термины и определения ГОСТ 10923-93 Рубероид.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
129,ГОСТ 31251-2003,"Если ссылочный стандарт заменен (изменен), то при пользовании настоящим стандартом следует руководствоваться заменяющим (измененным) стандартом.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
130,ГОСТ 31251-2003,Из проб неоднородных материалов готовят не менее трех усредненных образцов путем измельчения не менее трех проб до порошкообразного состояния и тщательного перемешивания.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
131,ГОСТ 31251-2003,Перед использованием каждой новой партии древесины следует предварительно проводить калибровку испытательной установки с древесиной новой партии.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
132,ГОСТ 31251-2003,В пределах конкретной партии древесина должна быть одного вида и сорта.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
133,ГОСТ 31251-2003,Весовую влажность древесины следует контролировать в день проведения калибровки установки или испытаний образцов конструкций. 5.9 Для обеспечения требуемых параметров теплового воздействия на внешнюю сторону калибровочного образца или образца испытуемой стены допускается применение жидкого и газообразного видов топлива.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
134,ГОСТ 31251-2003,"Горизонтальные торцы вентилируемых систем теплоизоляции или облицовок, выполненных на фрагменте стены или на образцах испытуемых стен, должны быть открытыми на всю ширину, а вертикальные торцы - закрытыми на всю высоту. 6.4 Для установления класса пожарной опасности защитно-декоративных систем, как конструкции по 1.1 , образец выполняют на фрагменте стены, соответствующем требованиям 5.3.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
135,ГОСТ 31251-2003,"Возможность испытания одного образца устанавливает испытательная лаборатория с учетом 10.2 ГОСТ 30403. 6.2 Размеры, кроме толщины, основной части испытуемого образца конструкции стены, в том числе размеры и расположение имитации оконного проема, размеры и расположение открытого проема без заполнения должны соответствовать размерам и расположению тех же элементов фрагмента стены.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
136,ГОСТ 31251-2003,Всю партию следует приобретать у одного поставщика.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
137,ГОСТ 31251-2003,"А.5.2 Потерю массы идентифицируемого материала [см. А.1.1, перечисление а) ] характеризуют фиксированными на ТГ-зависимостях значениями потери образцом относительной массы , %, , %), число которых должно быть не менее пяти, и соответствующими им значениями температур °C - °C.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
138,ГОСТ 31251-2003,В этом случае значение параметра определяют как среднеарифметическое значение.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
139,ГОСТ 31251-2003,А.4.3 Для получения значений регистрируемых при выполнении ТА параметров проводят испытания не менее двух образцов материала.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
140,ГОСТ 31251-2003,"По ДТГ-зависимости определяют значения локальных максимумов скорости потери массы образцом идентифицируемого материала , %/мин, и соответствующие им температуры , °C.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
141,ГОСТ 31251-2003,"По ДТА-зависимости определяются значения относительного выделения или поглощения тепла , °C·мин/мг, в области температур, прилегающих к температурам , где i - порядковый номер локального максимума экзо- или эндотермического эффекта.",2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
142,ГОСТ 31251-2003,Приложение Б (обязательное) МЕТОД КАЛОРИМЕТРИИ ДЛЯ ИДЕНТИФИКАЦИОННОГО КОНТРОЛЯ МАТЕРИАЛОВ При проведении идентификационных испытаний материалов методом калориметрии следует руководствоваться положениями [1] и [2].,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,1,
143,ГОСТ 31251-2003,Ниже представлен образец оформления протокола идентификационного контроля материалов по методу калориметрии путем определения низшей теплоты сгорания.,2.0,ЛОЖЬ,https://meganorm.ru/mega_doc/norm/gost_gosudarstvennyj-standart/4/gost_31251-2008_mezhgosudarstvennyy_standart_steny_naruzhnye.html,0,
